 , , , , , , , , , 
,,,,,,,,,
Category,Discipline,Subject,SourceType,ISSN,PublicationName,IndexingStart,IndexingStop,FullTextStart,FullTextStop
Social Sciences & Humanities,Psychology,Psychology,Academic Journal,1134-7937,Ansiedad y Estrés,06/01/2004,,06/01/2004,
Health & Medicine,Clinical Specialties,Psychology,Academic Journal,1134-7937,Ansiedad y Estrés,06/01/2004,,06/01/2004,
Social Sciences & Humanities,Social Sciences & Humanities (General),Social Sciences & Humanities (General),Academic Journal,1134-7937,Ansiedad y Estrés,06/01/2004,,06/01/2004,
Science,Earth & Atmospheric Sciences,Arctic & Antarctic Studies,Academic Journal,0003-5335,Antarctic Journal of the United States,12/01/1992,03/31/1996,12/01/1992,03/31/1996
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,0066-4677,Anthropological Forum,05/01/1999,,05/01/1999,
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,1408-032X,Anthropological Notebooks,09/01/2007,,09/01/2007,
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,0003-5491,Anthropological Quarterly,01/01/1990,,01/01/1990,
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,1898-6773,Anthropological Review,01/01/2010,,01/01/2010,
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,1061-1959,Anthropology & Archeology of Eurasia,01/01/2001,,01/01/2001,
History,Archaeology,Archaeology,Academic Journal,1061-1959,Anthropology & Archeology of Eurasia,01/01/2001,,01/01/2001,
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,1559-9167,Anthropology & Humanism,12/01/2008,,12/01/2008,
Religion & Philosophy,Philosophy Branches,Humanism,Academic Journal,1559-9167,Anthropology & Humanism,12/01/2008,,12/01/2008,
Social Sciences & Humanities,Anthropology,Medical Anthropology,Academic Journal,1364-8470,Anthropology & Medicine,01/01/1998,,04/01/1998,
Health & Medicine,Health & Medicine (General),Medical Anthropology,Academic Journal,1364-8470,Anthropology & Medicine,01/01/1998,,04/01/1998,
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,0967-201X,Anthropology in Action,10/01/2006,,10/01/2006,
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,1758-6453,Anthropology Matters Journal,07/01/2011,,07/01/2011,
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,1053-4202,Anthropology of Consciousness,05/01/2008,,05/01/2008,
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,1746-0719,Anthropology of the Middle East,09/01/2006,,09/01/2006,
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,0268-540X,Anthropology Today,07/01/1996,,08/01/1996,
Science,Life Sciences,Zoology,Academic Journal,0892-7936,Anthrozoos,03/01/2005,,03/01/2005,11/06/2010
Health & Medicine,Medical Sciences,Immunology,Academic Journal,2073-4468,Antibodies (2073-4468),09/01/2012,,09/01/2012,
Technology,Engineering,Biomedical Engineering,Academic Journal,2230-3170,Antibody Technology Journal,01/01/2011,,01/01/2011,
Science,Life Sciences,Biomedical Engineering,Academic Journal,2230-3170,Antibody Technology Journal,01/01/2011,,01/01/2011,
Health & Medicine,Medical Sciences,Biomedical Engineering,Academic Journal,2230-3170,Antibody Technology Journal,01/01/2011,,01/01/2011,
Health & Medicine,Medical Sciences,Antigens,Academic Journal,2230-3170,Antibody Technology Journal,01/01/2011,,01/01/2011,
Literature & Writing,Literary Forms & Genres,Poetry,Academic Journal,0003-5662,Antigonish Review,01/01/2003,,04/01/2005,09/10/2010
Literature & Writing,"National, Regional & Ethnic Literature",Canadian Literature,Academic Journal,0003-5662,Antigonish Review,01/01/2003,,04/01/2005,09/10/2010
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,1900-5407,Antípoda,07/01/2005,,07/01/2005,
Science,Earth & Atmospheric Sciences,Geography & Cartography,Academic Journal,0066-4812,Antipode,01/01/1998,,01/01/1998,
Social Sciences & Humanities,Geography & Cartography,Geography & Cartography,Academic Journal,0066-4812,Antipode,01/01/1998,,01/01/1998,
Home & Living,"Crafts, Hobbies & Collecting",Antiques,Academic Journal,0003-598X,Antiquity,07/01/1990,,03/01/2001,
History,Archaeology,Archaeology,Academic Journal,0003-598X,Antiquity,07/01/1990,,03/01/2001,
Politics & Government,Law,Antitrust Law,Academic Journal,0003-603X,Antitrust Bulletin,07/01/1993,,12/01/2002,
Social Sciences & Humanities,Law,Antitrust Law,Academic Journal,0003-603X,Antitrust Bulletin,07/01/1993,,12/01/2002,
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,0254-9212,Antropológica (02549212),08/01/2006,,08/01/2006,
Social Sciences & Humanities,Anthropology,Anthropology,Academic Journal,0873-819X,Antropológicas,01/01/2009,,01/01/2009,
Politics & Government,Law,International Law,Academic Journal,,Anuario de Derecho Internacional,01/01/2001,01/31/2009,01/01/2001,01/31/2009
Social Sciences & Humanities,Law,International Law,Academic Journal,,Anuario de Derecho Internacional,01/01/2001,01/31/2009,01/01/2001,01/31/2009
Religion & Philosophy,Christianity,History of Christianity,Academic Journal,1133-0104,Anuario de Historia de la Iglesia,04/01/2009,,04/01/2009,
Religion & Philosophy,Religion & Philosophy (General),History of Christianity,Academic Journal,1133-0104,Anuario de Historia de la Iglesia,04/01/2009,,04/01/2009,
History,History of Religions,History of Christianity,Academic Journal,1133-0104,Anuario de Historia de la Iglesia,04/01/2009,,04/01/2009,
Social Sciences & Humanities,Social Sciences & Humanities (General),Humanities Education,Academic Journal,1514-6227,Anuario de la Facultad de Ciencias Humanas,01/01/2002,,01/01/2002,
Education,Subject Specific Education,Humanities Education,Academic Journal,1514-6227,Anuario de la Facultad de Ciencias Humanas,01/01/2002,,01/01/2002,
Social Sciences & Humanities,Language & Linguistics,Language & Linguistics,Academic Journal,0185-1373,Anuario de Letras,01/01/2006,,01/01/2006,
Communication,Language & Linguistics,Language & Linguistics,Academic Journal,0185-1373,Anuario de Letras,01/01/2006,,01/01/2006,
Literature & Writing,Literary Theory & Studies,Literary Theory & Criticism,Academic Journal,0185-1373,Anuario de Letras,01/01/2006,,01/01/2006,
Education,Educational Levels,Higher Education,Academic Journal,,Anuario de Postgrado,01/01/2001,01/31/2008,01/01/2001,01/31/2008
Social Sciences & Humanities,Social Sciences & Humanities (General),Social Sciences & Humanities (General),Academic Journal,,Anuario de Postgrado,01/01/2001,01/31/2008,01/01/2001,01/31/2008
Social Sciences & Humanities,Sociology,Criminology & Crime,Academic Journal,1133-0740,Anuario de Psicologia Juridica,10/01/1998,,10/01/1998,
Politics & Government,Law,Law,Academic Journal,1133-0740,Anuario de Psicologia Juridica,10/01/1998,,10/01/1998,
Social Sciences & Humanities,Law,Law,Academic Journal,1133-0740,Anuario de Psicologia Juridica,10/01/1998,,10/01/1998,
Religion & Philosophy,Religion & Philosophy (General),Religion & Philosophy (General),Academic Journal,0066-5215,Anuario Filosofico,01/01/2001,,01/01/2001,
Politics & Government,Diplomacy & International Relations,Diplomacy & International Relations,Academic Journal,1133-2743,Anuario Internacional CIDOB,01/01/2000,,01/01/2000,
Health & Medicine,Health & Medicine (General),Stress & Anxiety,Academic Journal,1061-5806,"Anxiety, Stress & Coping",01/01/1997,,01/01/1997,
Social Sciences & Humanities,Psychology,Stress & Anxiety,Academic Journal,1061-5806,"Anxiety, Stress & Coping",01/01/1997,,01/01/1997,
Health & Medicine,Clinical Specialties,Stress & Anxiety,Academic Journal,1061-5806,"Anxiety, Stress & Coping",01/01/1997,,01/01/1997,
Health & Medicine,Clinical Specialties,Surgery,Academic Journal,1445-1433,ANZ Journal of Surgery,01/01/2001,,01/01/2001,
Health & Medicine,Clinical Specialties,Nuclear Medicine,Academic Journal,1324-1435,ANZ Nuclear Medicine,12/01/2008,12/31/2010,12/01/2008,12/31/2010
Science,Mathematics,Mathematics,Academic Journal,1446-1811,ANZIAM Journal,01/01/2009,,01/01/2009,
Science,Physics,Physics,Academic Journal,0843-6061,Apeiron: Studies in Infinite Nature,10/01/2006,,10/01/2006,
Science,Aerospace Sciences,Cosmology,Academic Journal,0843-6061,Apeiron: Studies in Infinite Nature,10/01/2006,,10/01/2006,
Science,Physics,Cosmology,Academic Journal,0843-6061,Apeiron: Studies in Infinite Nature,10/01/2006,,10/01/2006,
Religion & Philosophy,Philosophy Branches,Cosmology,Academic Journal,0843-6061,Apeiron: Studies in Infinite Nature,10/01/2006,,10/01/2006,
Education,Education (General),Educational Innovation,Academic Journal,1665-6180,Apertura: Revista de Innovación Educativa,09/01/2005,,09/01/2005,
Health & Medicine,Clinical Specialties,Rheumatology,Academic Journal,0219-0494,APLAR Journal of Rheumatology,01/01/2003,12/31/2007,05/01/2003,12/31/2007
Social Sciences & Humanities,Library & Information Science,Public Libraries,Academic Journal,1030-5033,APLIS,01/01/1990,12/31/2012,03/01/1990,12/31/2012
Health & Medicine,Medical Sciences,Immunology,Academic Journal,0903-4641,APMIS,08/01/2002,,08/01/2002,
Science,Life Sciences,Microbiology,Academic Journal,0903-4641,APMIS,08/01/2002,,08/01/2002,
Health & Medicine,Medical Sciences,Microbiology,Academic Journal,0903-4641,APMIS,08/01/2002,,08/01/2002,
Science,Life Sciences,Pathology,Academic Journal,0903-4641,APMIS,08/01/2002,,08/01/2002,
Health & Medicine,Clinical Specialties,Pathology,Academic Journal,0903-4641,APMIS,08/01/2002,,08/01/2002,
Business,Economics,International Economics,Academic Journal,,Aportes: Revista Mexicana de Estudios Sobre la Cuenca del Pacifico,01/01/2001,12/31/2006,01/01/2001,12/31/2006
Social Sciences & Humanities,Economics,International Economics,Academic Journal,,Aportes: Revista Mexicana de Estudios Sobre la Cuenca del Pacifico,01/01/2001,12/31/2006,01/01/2001,12/31/2006
Business,Business Models,Exportation & Importation,Academic Journal,,Aportes: Revista Mexicana de Estudios Sobre la Cuenca del Pacifico,01/01/2001,12/31/2006,01/01/2001,12/31/2006
Science,Mathematics,Discrete Mathematics,Academic Journal,1452-8630,Applicable Analysis & Discrete Mathematics,04/01/2008,,04/01/2008,
Science,Mathematics,Functional Analysis,Academic Journal,1452-8630,Applicable Analysis & Discrete Mathematics,04/01/2008,,04/01/2008,
Technology,Engineering,Engineering,Academic Journal,0862-7940,Applications of Mathematics,01/01/2007,,02/01/2008,
Science,Mathematics,Mathematics,Academic Journal,0862-7940,Applications of Mathematics,01/01/2007,,02/01/2008,
Science,Science (General),Science (General),Academic Journal,0862-7940,Applications of Mathematics,01/01/2007,,02/01/2008,
Science,Artificial Intelligence,Artificial Intelligence,Academic Journal,0883-9514,Applied Artificial Intelligence,02/01/1996,,02/01/1996,
Technology,Computer Science,Artificial Intelligence,Academic Journal,0883-9514,Applied Artificial Intelligence,02/01/1996,,02/01/1996,
Social Sciences & Humanities,Psychology,Human Behavior,Academic Journal,1068-8595,Applied Behavioral Science Review,07/01/1996,12/31/1999,07/01/1996,12/31/1999
Health & Medicine,Clinical Specialties,Human Behavior,Academic Journal,1068-8595,Applied Behavioral Science Review,07/01/1996,12/31/1999,07/01/1996,12/31/1999
Science,Chemistry,Biochemistry,Academic Journal,0003-6838,Applied Biochemistry & Microbiology,04/01/2003,,05/01/2003,
Science,Life Sciences,Biochemistry,Academic Journal,0003-6838,Applied Biochemistry & Microbiology,04/01/2003,,05/01/2003,
Science,Life Sciences,Microbiology,Academic Journal,0003-6838,Applied Biochemistry & Microbiology,04/01/2003,,05/01/2003,
Health & Medicine,Medical Sciences,Microbiology,Academic Journal,0003-6838,Applied Biochemistry & Microbiology,04/01/2003,,05/01/2003,
Science,Chemistry,Pharmacology,Academic Journal,1064-8542,Applied Clinical Trials,01/01/2000,,12/01/2001,
Health & Medicine,Medical Sciences,Pharmacology,Academic Journal,1064-8542,Applied Clinical Trials,01/01/2000,,12/01/2001,
Business,Business Practices,Research & Development,Academic Journal,1064-8542,Applied Clinical Trials,01/01/2000,,12/01/2001,
Health & Medicine,Medical Sciences,Clinical Trials,Academic Journal,1064-8542,Applied Clinical Trials,01/01/2000,,12/01/2001,
Science,Science (General),Clinical Trials,Academic Journal,1064-8542,Applied Clinical Trials,01/01/2000,,12/01/2001,
Social Sciences & Humanities,Psychology,Cognitive Science,Academic Journal,0888-4080,Applied Cognitive Psychology,01/01/1987,,01/01/1987,
Health & Medicine,Clinical Specialties,Cognitive Science,Academic Journal,0888-4080,Applied Cognitive Psychology,01/01/1987,,01/01/1987,
Science,Physics,Electromagnetism,Academic Journal,1054-4887,Applied Computational Electromagnetics Society Journal,06/01/2011,,06/01/2011,
Technology,Computer Science,Computational Sciences,Academic Journal,1054-4887,Applied Computational Electromagnetics Society Journal,06/01/2011,,06/01/2011,
Science,Mathematics,Computational Sciences,Academic Journal,1054-4887,Applied Computational Electromagnetics Society Journal,06/01/2011,,06/01/2011,
Science,Applied Sciences,Computational Sciences,Academic Journal,1054-4887,Applied Computational Electromagnetics Society Journal,06/01/2011,,06/01/2011,
Social Sciences & Humanities,Psychology,Child & Adolescent Psychology,Academic Journal,1088-8691,Applied Developmental Science,01/01/1997,,03/01/1997,
Health & Medicine,Clinical Specialties,Child & Adolescent Psychology,Academic Journal,1088-8691,Applied Developmental Science,01/01/1997,,03/01/1997,
Science,Life Sciences,Child Development,Academic Journal,1088-8691,Applied Developmental Science,01/01/1997,,03/01/1997,
Social Sciences & Humanities,Psychology,Child Development,Academic Journal,1088-8691,Applied Developmental Science,01/01/1997,,03/01/1997,
Health & Medicine,Medical Sciences,Child Development,Academic Journal,1088-8691,Applied Developmental Science,01/01/1997,,03/01/1997,
Health & Medicine,Clinical Specialties,Child Development,Academic Journal,1088-8691,Applied Developmental Science,01/01/1997,,03/01/1997,
Science,Earth & Atmospheric Sciences,Earth & Atmospheric Sciences,Academic Journal,0371-7453,"Applied Earth Science: Transactions of the Institution of Mining & Metallurgy, Section B",04/01/2000,,04/01/2000,
Technology,Computer Science,Geographic Information Systems,Academic Journal,1832-5505,Applied GIS,10/01/2008,,10/01/2008,
Science,Earth & Atmospheric Sciences,Geographic Information Systems,Academic Journal,1832-5505,Applied GIS,10/01/2008,,10/01/2008,
Social Sciences & Humanities,Geography & Cartography,Geographic Information Systems,Academic Journal,1832-5505,Applied GIS,10/01/2008,,10/01/2008,
Science,Physics,Mechanics,Academic Journal,0253-4827,Applied Mathematics & Mechanics,05/01/1998,,01/01/2008,
Science,Mathematics,Applied Mathematics,Academic Journal,0253-4827,Applied Mathematics & Mechanics,05/01/1998,,01/01/2008,
Science,Applied Sciences,Applied Mathematics,Academic Journal,0253-4827,Applied Mathematics & Mechanics,05/01/1998,,01/01/2008,
Science,Mathematics,Mathematical Optimization,Academic Journal,0095-4616,Applied Mathematics & Optimization,01/01/1996,,01/01/1996,
Science,Applied Sciences,Mathematical Optimization,Academic Journal,0095-4616,Applied Mathematics & Optimization,01/01/1996,,01/01/1996,
Science,Mathematics,Applied Mathematics,Academic Journal,1687-1200,Applied Mathematics Research eXpress,10/01/2003,,10/01/2003,
Science,Applied Sciences,Applied Mathematics,Academic Journal,1687-1200,Applied Mathematics Research eXpress,10/01/2003,,10/01/2003,
Education,Educational Assessment & Evaluation,Academic Testing,Academic Journal,0895-7347,Applied Measurement in Education,01/01/1988,,01/01/1988,
Technology,Computer Science,Medical Informatics,Academic Journal,1224-5593,Applied Medical Informatics,07/01/2009,,07/01/2009,
Health & Medicine,Health & Medicine (General),Medical Informatics,Academic Journal,1224-5593,Applied Medical Informatics,07/01/2009,,07/01/2009,
Social Sciences & Humanities,Library & Information Science,Medical Informatics,Academic Journal,1224-5593,Applied Medical Informatics,07/01/2009,,07/01/2009,
Technology,Biotechnology,Biotechnology,Academic Journal,0175-7598,Applied Microbiology & Biotechnology,07/01/2003,,07/01/2003,
