"","Country","N","Freq"
"2990","Romania","16",0
"2991","Russia","16",1
"2992","Rwanda","16",0
"2993","Samoa","16",0
"2994","Saudi Arabia","16",0
"2995","Scandinavia","16",0
"2996","Scotland","16",0
"2997","Senegal","16",0
"2998","Serbia and Montenegro","16",0
"2999","Sierra Leone","16",0
"3000","Singapore","16",0
"3001","Slovakia","16",0
"3002","Slovenia","16",0
"3003","Somalia","16",0
"3004","South Africa","16",0
"3005","South America","16",0
"3006","South Korea","16",0
"3007","Spain","16",0
"3008","Sri Lanka","16",0
"3009","St Kitts","16",0
"3010","Sudan","16",0
"3011","Swaziland","16",0
"3012","Sweden","16",0
"3013","Switzerland","16",1
"3014","Syria","16",0
"3015","Taiwan","16",0
"3016","Tajikistan","16",0
"3017","Tanzania","16",0
"3018","Thailand","16",0
"3019","Togo","16",0
"3020","Tonga","16",0
"3021","Trinidad and Tobago","16",0
"3022","Turkey","16",0
"3023","Uganda","16",0
"3024","Ukraine","16",0
"3025","United Arab Emirates","16",0
"3026","United Kingdom","16",0
"3027","Uruguay","16",0
"3028","US","16",0
"3029","US Virgin Islands","16",0
"3030","USSR","16",0
"3031","Venezuela","16",0
"3032","Vietnam","16",0
"3033","Wales","16",0
"3034","West Bank","16",0
"3035","West Indies","16",0
"3036","Western Europe","16",0
"3037","Yemen","16",0
"3038","Yugoslavia","16",0
"3039","Zambia","16",0
"3040","Zimbabwe","16",0
"3041","Afghanistan","17",0
"3042","Africa","17",0
"3043","Albania","17",0
"3044","Algeria","17",0
"3045","Angola","17",0
"3046","Appalachia","17",0
"3047","Argentina","17",0
"3048","Armenia","17",0
"3049","Asia","17",0
"3050","Australia","17",0
"3051","Austria","17",0
"3052","Azerbaijan","17",0
"3053","Bahamas","17",0
"3054","Bahrain","17",0
"3055","Baltic States","17",0
"3056","Bangladesh","17",0
"3057","Barbados","17",0
"3058","Belgium","17",0
"3059","Benin","17",0
"3060","Bermuda","17",0
"3061","Bolivia","17",0
"3062","Bosnia-Herzegovina","17",0
"3063","Botswana","17",0
"3064","Brazil","17",0
"3065","Bulgaria","17",0
"3066","Cambodia","17",0
"3067","Cameroon","17",0
"3068","Canada","17",0
"3069","Caribbean","17",0
"3070","Central America","17",0
"3071","Channel Islands","17",0
"3072","Chile","17",0
"3073","China","17",0
"3074","Colombia","17",0
"3075","Commonwealth of Independent States","17",0
"3076","Costa Rica","17",0
"3077","Croatia","17",0
"3078","Cuba","17",0
"3079","Cyprus","17",0
"3080","Czech Republic","17",0
"3081","Czechoslovakia","17",0
"3082","Democratic Republic of Congo","17",0
"3083","Denmark","17",0
"3084","Dominican Republic","17",0
"3085","Eastern Europe","17",0
"3086","Ecuador","17",0
"3087","Egypt","17",0
"3088","El Salvador","17",0
"3089","England","17",0
"3090","Eritrea","17",0
"3091","Estonia","17",0
"3092","Ethiopia","17",0
"3093","Europe","17",0
"3094","Fiji","17",0
"3095","Finland","17",0
"3096","France","17",0
"3097","French Polynesia","17",0
"3098","Gambia","17",0
"3099","Gaza Strip","17",0
"3100","Georgia","17",0
"3101","Germany","17",0
"3102","Ghana","17",0
"3103","Great Britain","17",0
"3104","Greece","17",0
"3105","Grenada","17",0
"3106","Guam","17",0
"3107","Guatemala","17",0
"3108","Guinea","17",0
"3109","Guyana","17",0
"3110","Haiti","17",0
"3111","Honduras","17",0
"3112","Hong Kong","17",0
"3113","Hungary","17",0
"3114","Iceland","17",0
"3115","India","17",0
"3116","Indonesia","17",0
"3117","Iran","17",0
"3118","Iraq","17",0
"3119","Ireland","17",0
"3120","Israel","17",0
"3121","Italy","17",0
"3122","Ivory Coast","17",0
"3123","Jamaica","17",0
"3124","Japan","17",0
"3125","Jordan","17",0
"3126","Kazakhstan","17",0
"3127","Kenya","17",0
"3128","Korea","17",0
"3129","Kuwait","17",0
"3130","Kyrgyzstan","17",0
"3131","Laos","17",0
"3132","Latin America","17",0
"3133","Latvia","17",0
"3134","Lebanon","17",0
"3135","Lesotho","17",0
"3136","Liberia","17",0
"3137","Lithuania","17",0
"3138","Luxembourg","17",0
"3139","Macao","17",0
"3140","Macau","17",0
"3141","Macedonia","17",0
"3142","Malawi","17",0
"3143","Malaysia","17",0
"3144","Malta","17",0
"3145","Marshall Islands","17",0
"3146","Mauritius","17",0
"3147","Mexico","17",0
"3148","Middle East","17",0
"3149","Moldova","17",0
"3150","Mongolia","17",0
"3151","Morocco","17",0
"3152","Mozambique","17",0
"3153","Myanmar","17",0
"3154","Namibia","17",0
"3155","Nepal","17",0
"3156","Netherlands","17",0
"3157","New Caledonia","17",0
"3158","New Zealand","17",0
"3159","Nicaragua","17",0
"3160","Nigeria","17",0
"3161","North America","17",0
"3162","North Korea","17",0
"3163","Northern Ireland","17",0
"3164","Norway","17",0
"3165","Oceania/Pacific Islands","17",0
"3166","Oman","17",0
"3167","Pakistan","17",0
"3168","Palau","17",0
"3169","Palestine","17",0
"3170","Panama","17",0
"3171","Paraguay","17",0
"3172","Peru","17",0
"3173","Philippines","17",0
"3174","Poland","17",0
"3175","Portugal","17",0
"3176","Puerto Rico","17",0
"3177","Qatar","17",0
"3178","Republic of Congo","17",0
"3179","Republic of Serbia","17",0
"3180","Romania","17",0
"3181","Russia","17",0
"3182","Rwanda","17",0
"3183","Samoa","17",0
"3184","Saudi Arabia","17",0
"3185","Scandinavia","17",0
"3186","Scotland","17",0
"3187","Senegal","17",0
"3188","Serbia and Montenegro","17",0
"3189","Sierra Leone","17",0
"3190","Singapore","17",0
"3191","Slovakia","17",0
"3192","Slovenia","17",0
"3193","Somalia","17",0
"3194","South Africa","17",0
"3195","South America","17",0
"3196","South Korea","17",0
"3197","Spain","17",0
"3198","Sri Lanka","17",0
"3199","St Kitts","17",0
"3200","Sudan","17",0
"3201","Swaziland","17",0
"3202","Sweden","17",0
"3203","Switzerland","17",0
"3204","Syria","17",0
"3205","Taiwan","17",0
"3206","Tajikistan","17",0
"3207","Tanzania","17",0
"3208","Thailand","17",0
"3209","Togo","17",0
"3210","Tonga","17",0
"3211","Trinidad and Tobago","17",0
"3212","Turkey","17",0
"3213","Uganda","17",0
"3214","Ukraine","17",0
"3215","United Arab Emirates","17",0
"3216","United Kingdom","17",0
"3217","Uruguay","17",0
"3218","US","17",0
"3219","US Virgin Islands","17",0
"3220","USSR","17",0
"3221","Venezuela","17",0
"3222","Vietnam","17",1
"3223","Wales","17",0
"3224","West Bank","17",0
"3225","West Indies","17",0
"3226","Western Europe","17",0
"3227","Yemen","17",0
"3228","Yugoslavia","17",0
"3229","Zambia","17",0
"3230","Zimbabwe","17",0
"3231","Afghanistan","18",0
"3232","Africa","18",0
"3233","Albania","18",0
"3234","Algeria","18",0
"3235","Angola","18",0
"3236","Appalachia","18",0
"3237","Argentina","18",0
"3238","Armenia","18",0
"3239","Asia","18",0
"3240","Australia","18",0
"3241","Austria","18",0
"3242","Azerbaijan","18",0
"3243","Bahamas","18",0
"3244","Bahrain","18",0
"3245","Baltic States","18",0
"3246","Bangladesh","18",0
"3247","Barbados","18",0
"3248","Belgium","18",0
"3249","Benin","18",0
"3250","Bermuda","18",0
"3251","Bolivia","18",0
"3252","Bosnia-Herzegovina","18",0
"3253","Botswana","18",0
"3254","Brazil","18",0
"3255","Bulgaria","18",0
"3256","Cambodia","18",0
"3257","Cameroon","18",0
"3258","Canada","18",0
"3259","Caribbean","18",0
"3260","Central America","18",0
"3261","Channel Islands","18",0
"3262","Chile","18",0
"3263","China","18",0
"3264","Colombia","18",0
"3265","Commonwealth of Independent States","18",0
"3266","Costa Rica","18",0
"3267","Croatia","18",0
"3268","Cuba","18",0
"3269","Cyprus","18",0
"3270","Czech Republic","18",0
"3271","Czechoslovakia","18",0
"3272","Democratic Republic of Congo","18",0
"3273","Denmark","18",0
"3274","Dominican Republic","18",0
"3275","Eastern Europe","18",0
"3276","Ecuador","18",0
"3277","Egypt","18",0
"3278","El Salvador","18",0
"3279","England","18",0
"3280","Eritrea","18",0
"3281","Estonia","18",0
"3282","Ethiopia","18",0
"3283","Europe","18",0
"3284","Fiji","18",0
"3285","Finland","18",0
"3286","France","18",0
"3287","French Polynesia","18",0
"3288","Gambia","18",0
"3289","Gaza Strip","18",0
"3290","Georgia","18",0
"3291","Germany","18",0
"3292","Ghana","18",0
"3293","Great Britain","18",0
"3294","Greece","18",0
"3295","Grenada","18",0
"3296","Guam","18",0
"3297","Guatemala","18",0
"3298","Guinea","18",0
"3299","Guyana","18",0
"3300","Haiti","18",0
"3301","Honduras","18",0
"3302","Hong Kong","18",0
"3303","Hungary","18",0
"3304","Iceland","18",0
"3305","India","18",0
"3306","Indonesia","18",0
"3307","Iran","18",0
"3308","Iraq","18",0
"3309","Ireland","18",0
"3310","Israel","18",0
"3311","Italy","18",0
"3312","Ivory Coast","18",0
"3313","Jamaica","18",0
"3314","Japan","18",0
"3315","Jordan","18",0
"3316","Kazakhstan","18",0
"3317","Kenya","18",0
"3318","Korea","18",0
"3319","Kuwait","18",0
"3320","Kyrgyzstan","18",0
"3321","Laos","18",0
"3322","Latin America","18",0
"3323","Latvia","18",0
"3324","Lebanon","18",0
"3325","Lesotho","18",0
"3326","Liberia","18",0
"3327","Lithuania","18",0
"3328","Luxembourg","18",0
"3329","Macao","18",0
"3330","Macau","18",0
"3331","Macedonia","18",0
"3332","Malawi","18",0
"3333","Malaysia","18",0
"3334","Malta","18",0
"3335","Marshall Islands","18",0
"3336","Mauritius","18",0
"3337","Mexico","18",0
"3338","Middle East","18",0
"3339","Moldova","18",0
"3340","Mongolia","18",0
"3341","Morocco","18",0
"3342","Mozambique","18",0
"3343","Myanmar","18",0
"3344","Namibia","18",0
"3345","Nepal","18",0
"3346","Netherlands","18",0
"3347","New Caledonia","18",0
"3348","New Zealand","18",0
"3349","Nicaragua","18",0
"3350","Nigeria","18",0
"3351","North America","18",0
"3352","North Korea","18",0
"3353","Northern Ireland","18",0
"3354","Norway","18",0
"3355","Oceania/Pacific Islands","18",0
"3356","Oman","18",0
"3357","Pakistan","18",0
"3358","Palau","18",0
"3359","Palestine","18",0
"3360","Panama","18",0
"3361","Paraguay","18",0
"3362","Peru","18",0
"3363","Philippines","18",0
"3364","Poland","18",0
"3365","Portugal","18",0
"3366","Puerto Rico","18",0
"3367","Qatar","18",0
"3368","Republic of Congo","18",0
"3369","Republic of Serbia","18",0
"3370","Romania","18",0
"3371","Russia","18",0
"3372","Rwanda","18",0
"3373","Samoa","18",0
"3374","Saudi Arabia","18",0
"3375","Scandinavia","18",0
"3376","Scotland","18",0
"3377","Senegal","18",0
"3378","Serbia and Montenegro","18",0
"3379","Sierra Leone","18",0
"3380","Singapore","18",0
"3381","Slovakia","18",0
"3382","Slovenia","18",0
"3383","Somalia","18",0
"3384","South Africa","18",0
"3385","South America","18",0
"3386","South Korea","18",1
"3387","Spain","18",0
"3388","Sri Lanka","18",0
"3389","St Kitts","18",0
"3390","Sudan","18",0
"3391","Swaziland","18",0
"3392","Sweden","18",0
"3393","Switzerland","18",0
"3394","Syria","18",0
"3395","Taiwan","18",0
"3396","Tajikistan","18",0
"3397","Tanzania","18",0
"3398","Thailand","18",0
"3399","Togo","18",0
"3400","Tonga","18",0
"3401","Trinidad and Tobago","18",0
"3402","Turkey","18",1
"3403","Uganda","18",0
"3404","Ukraine","18",0
"3405","United Arab Emirates","18",0
"3406","United Kingdom","18",0
"3407","Uruguay","18",0
"3408","US","18",0
"3409","US Virgin Islands","18",0
"3410","USSR","18",0
"3411","Venezuela","18",0
"3412","Vietnam","18",0
"3413","Wales","18",0
"3414","West Bank","18",0
"3415","West Indies","18",0
"3416","Western Europe","18",0
"3417","Yemen","18",0
"3418","Yugoslavia","18",0
"3419","Zambia","18",0
"3420","Zimbabwe","18",0
"3421","Afghanistan","19",0
"3422","Africa","19",0
"3423","Albania","19",0
"3424","Algeria","19",0
"3425","Angola","19",0
"3426","Appalachia","19",0
"3427","Argentina","19",0
"3428","Armenia","19",0
"3429","Asia","19",0
"3430","Australia","19",0
"3431","Austria","19",0
"3432","Azerbaijan","19",0
"3433","Bahamas","19",0
"3434","Bahrain","19",0
"3435","Baltic States","19",0
"3436","Bangladesh","19",0
"3437","Barbados","19",0
"3438","Belgium","19",0
"3439","Benin","19",0
"3440","Bermuda","19",0
"3441","Bolivia","19",0
"3442","Bosnia-Herzegovina","19",0
"3443","Botswana","19",0
"3444","Brazil","19",0
"3445","Bulgaria","19",0
"3446","Cambodia","19",0
"3447","Cameroon","19",0
"3448","Canada","19",0
"3449","Caribbean","19",0
"3450","Central America","19",0
"3451","Channel Islands","19",0
"3452","Chile","19",0
"3453","China","19",0
"3454","Colombia","19",0
"3455","Commonwealth of Independent States","19",0
"3456","Costa Rica","19",0
"3457","Croatia","19",0
"3458","Cuba","19",0
"3459","Cyprus","19",0
"3460","Czech Republic","19",0
"3461","Czechoslovakia","19",0
"3462","Democratic Republic of Congo","19",0
"3463","Denmark","19",0
"3464","Dominican Republic","19",0
"3465","Eastern Europe","19",0
"3466","Ecuador","19",0
"3467","Egypt","19",0
"3468","El Salvador","19",0
"3469","England","19",0
"3470","Eritrea","19",0
"3471","Estonia","19",0
"3472","Ethiopia","19",0
"3473","Europe","19",0
"3474","Fiji","19",0
"3475","Finland","19",0
"3476","France","19",0
"3477","French Polynesia","19",0
"3478","Gambia","19",0
"3479","Gaza Strip","19",0
"3480","Georgia","19",0
"3481","Germany","19",0
"3482","Ghana","19",0
"3483","Great Britain","19",0
"3484","Greece","19",0
"3485","Grenada","19",0
"3486","Guam","19",0
"3487","Guatemala","19",0
"3488","Guinea","19",0
"3489","Guyana","19",0
"3490","Haiti","19",0
"3491","Honduras","19",0
"3492","Hong Kong","19",0
"3493","Hungary","19",1
"3494","Iceland","19",0
"3495","India","19",0
"3496","Indonesia","19",0
"3497","Iran","19",0
"3498","Iraq","19",0
"3499","Ireland","19",0
"3500","Israel","19",0
"3501","Italy","19",0
"3502","Ivory Coast","19",0
"3503","Jamaica","19",0
"3504","Japan","19",0
"3505","Jordan","19",0
"3506","Kazakhstan","19",0
"3507","Kenya","19",0
"3508","Korea","19",0
"3509","Kuwait","19",0
"3510","Kyrgyzstan","19",0
"3511","Laos","19",0
"3512","Latin America","19",0
"3513","Latvia","19",0
"3514","Lebanon","19",0
"3515","Lesotho","19",0
"3516","Liberia","19",0
"3517","Lithuania","19",0
"3518","Luxembourg","19",0
"3519","Macao","19",0
"3520","Macau","19",0
"3521","Macedonia","19",0
"3522","Malawi","19",0
"3523","Malaysia","19",0
"3524","Malta","19",0
"3525","Marshall Islands","19",0
"3526","Mauritius","19",0
"3527","Mexico","19",0
"3528","Middle East","19",0
"3529","Moldova","19",0
"3530","Mongolia","19",0
"3531","Morocco","19",0
"3532","Mozambique","19",0
"3533","Myanmar","19",0
"3534","Namibia","19",0
"3535","Nepal","19",0
"3536","Netherlands","19",0
"3537","New Caledonia","19",0
"3538","New Zealand","19",0
"3539","Nicaragua","19",0
"3540","Nigeria","19",0
"3541","North America","19",0
"3542","North Korea","19",0
"3543","Northern Ireland","19",0
"3544","Norway","19",0
"3545","Oceania/Pacific Islands","19",0
"3546","Oman","19",0
"3547","Pakistan","19",0
"3548","Palau","19",0
"3549","Palestine","19",0
"3550","Panama","19",0
"3551","Paraguay","19",0
"3552","Peru","19",0
"3553","Philippines","19",0
"3554","Poland","19",0
"3555","Portugal","19",0
"3556","Puerto Rico","19",0
"3557","Qatar","19",0
"3558","Republic of Congo","19",0
"3559","Republic of Serbia","19",0
"3560","Romania","19",0
"3561","Russia","19",0
"3562","Rwanda","19",0
"3563","Samoa","19",0
"3564","Saudi Arabia","19",0
"3565","Scandinavia","19",0
"3566","Scotland","19",0
"3567","Senegal","19",0
"3568","Serbia and Montenegro","19",0
"3569","Sierra Leone","19",0
"3570","Singapore","19",0
"3571","Slovakia","19",0
"3572","Slovenia","19",0
"3573","Somalia","19",0
"3574","South Africa","19",0
"3575","South America","19",0
"3576","South Korea","19",0
"3577","Spain","19",0
"3578","Sri Lanka","19",0
"3579","St Kitts","19",0
"3580","Sudan","19",0
"3581","Swaziland","19",0
"3582","Sweden","19",0
"3583","Switzerland","19",0
"3584","Syria","19",0
"3585","Taiwan","19",0
"3586","Tajikistan","19",0
"3587","Tanzania","19",0
"3588","Thailand","19",0
"3589","Togo","19",0
"3590","Tonga","19",0
"3591","Trinidad and Tobago","19",0
"3592","Turkey","19",0
"3593","Uganda","19",1
"3594","Ukraine","19",0
"3595","United Arab Emirates","19",0
"3596","United Kingdom","19",0
"3597","Uruguay","19",0
"3598","US","19",0
"3599","US Virgin Islands","19",0
"3600","USSR","19",0
"3601","Venezuela","19",0
"3602","Vietnam","19",0
"3603","Wales","19",0
"3604","West Bank","19",0
"3605","West Indies","19",0
"3606","Western Europe","19",0
"3607","Yemen","19",0
"3608","Yugoslavia","19",0
"3609","Zambia","19",0
"3610","Zimbabwe","19",0
"3611","Afghanistan","20",0
"3612","Africa","20",0
"3613","Albania","20",0
"3614","Algeria","20",0
"3615","Angola","20",0
"3616","Appalachia","20",0
"3617","Argentina","20",0
"3618","Armenia","20",0
"3619","Asia","20",0
"3620","Australia","20",0
"3621","Austria","20",0
"3622","Azerbaijan","20",0
"3623","Bahamas","20",0
"3624","Bahrain","20",0
"3625","Baltic States","20",0
"3626","Bangladesh","20",0
"3627","Barbados","20",0
"3628","Belgium","20",0
"3629","Benin","20",0
"3630","Bermuda","20",0
"3631","Bolivia","20",0
"3632","Bosnia-Herzegovina","20",0
"3633","Botswana","20",0
"3634","Brazil","20",0
"3635","Bulgaria","20",0
"3636","Cambodia","20",0
"3637","Cameroon","20",0
"3638","Canada","20",0
"3639","Caribbean","20",0
"3640","Central America","20",0
"3641","Channel Islands","20",0
"3642","Chile","20",0
"3643","China","20",0
"3644","Colombia","20",0
"3645","Commonwealth of Independent States","20",0
"3646","Costa Rica","20",0
"3647","Croatia","20",0
"3648","Cuba","20",0
"3649","Cyprus","20",0
"3650","Czech Republic","20",0
"3651","Czechoslovakia","20",0
"3652","Democratic Republic of Congo","20",0
"3653","Denmark","20",0
"3654","Dominican Republic","20",0
"3655","Eastern Europe","20",0
"3656","Ecuador","20",0
"3657","Egypt","20",0
"3658","El Salvador","20",0
"3659","England","20",0
"3660","Eritrea","20",0
"3661","Estonia","20",0
"3662","Ethiopia","20",0
"3663","Europe","20",0
"3664","Fiji","20",0
"3665","Finland","20",0
"3666","France","20",0
"3667","French Polynesia","20",0
"3668","Gambia","20",0
"3669","Gaza Strip","20",0
"3670","Georgia","20",0
"3671","Germany","20",0
"3672","Ghana","20",0
"3673","Great Britain","20",0
"3674","Greece","20",0
"3675","Grenada","20",0
"3676","Guam","20",0
"3677","Guatemala","20",0
"3678","Guinea","20",0
"3679","Guyana","20",0
"3680","Haiti","20",0
"3681","Honduras","20",0
"3682","Hong Kong","20",0
"3683","Hungary","20",0
"3684","Iceland","20",0
"3685","India","20",0
"3686","Indonesia","20",0
"3687","Iran","20",0
"3688","Iraq","20",0
"3689","Ireland","20",0
"3690","Israel","20",0
"3691","Italy","20",0
"3692","Ivory Coast","20",0
"3693","Jamaica","20",0
"3694","Japan","20",0
"3695","Jordan","20",0
"3696","Kazakhstan","20",0
"3697","Kenya","20",0
"3698","Korea","20",0
"3699","Kuwait","20",0
"3700","Kyrgyzstan","20",0
"3701","Laos","20",0
"3702","Latin America","20",0
"3703","Latvia","20",0
"3704","Lebanon","20",0
"3705","Lesotho","20",0
"3706","Liberia","20",0
"3707","Lithuania","20",0
"3708","Luxembourg","20",0
"3709","Macao","20",0
"3710","Macau","20",0
"3711","Macedonia","20",0
"3712","Malawi","20",0
"3713","Malaysia","20",0
"3714","Malta","20",0
"3715","Marshall Islands","20",0
"3716","Mauritius","20",0
"3717","Mexico","20",0
"3718","Middle East","20",0
"3719","Moldova","20",0
"3720","Mongolia","20",0
"3721","Morocco","20",0
"3722","Mozambique","20",0
"3723","Myanmar","20",0
"3724","Namibia","20",0
"3725","Nepal","20",0
